customer_id,city,segment
CUST99,Surat,Corporate
CUST100,Hyderabad,Student
CUST101,Vadodara,Small Business
CUST102,Madurai,Student
CUST103,Trivandrum,Small Business
CUST104,Chandigarh,Student
CUST105,Thane,Student
CUST106,Kolkata,Small Business
CUST107,Jaipur,Small Business
CUST108,Surat,Consumer
CUST109,Bangalore,Small Business
CUST110,Bhopal,Corporate
CUST111,Thane,Student
CUST112,Chandigarh,Corporate
CUST113,Indore,Student
CUST114,Visakhapatnam,Small Business
CUST115,Surat,Student
CUST116,Delhi,Consumer
CUST117,Jaipur,Corporate
CUST118,Coimbatore,Student
CUST119,Hyderabad,Corporate
CUST120,Kolkata,Consumer
CUST121,Pune,Corporate
CUST122,Kochi,Student
CUST123,Jaipur,Small Business
CUST124,Noida,Student
CUST125,Vadodara,Corporate
CUST126,Hyderabad,Small Business
CUST127,Gurgaon,Student
CUST128,Noida,Consumer
CUST129,Indore,Consumer
CUST130,Nagpur,Corporate
CUST131,Nashik,Corporate
CUST132,Madurai,Student
CUST133,Indore,Student
CUST134,Gurgaon,Small Business
CUST135,Jodhpur,Consumer
CUST136,Mumbai,Consumer
CUST137,Rajkot,Student
CUST138,Chennai,Corporate
CUST139,Hyderabad,Corporate
CUST140,Ahmedabad,Student
CUST141,Rajkot,Consumer
CUST142,Gurgaon,Consumer
CUST143,Mumbai,Corporate
CUST144,Mumbai,Student
CUST145,Thane,Consumer
CUST146,Indore,Student
CUST147,Bhopal,Student
CUST148,Visakhapatnam,Student
CUST149,Delhi,Consumer
CUST150,Kolkata,Student
CUST151,Indore,Corporate
CUST152,Indore,Student
CUST153,Lucknow,Student
CUST154,Trivandrum,Small Business
CUST155,Kolkata,Consumer
CUST156,Mumbai,Small Business
CUST157,Pune,Small Business
CUST158,Ahmedabad,Student
CUST159,Noida,Small Business
CUST160,Trivandrum,Consumer
CUST161,Nagpur,Small Business
CUST162,Patna,Student
CUST163,Gurgaon,Student
CUST164,Mumbai,Small Business
CUST165,Indore,Student
CUST166,Thane,Corporate
CUST167,Rajkot,Student
CUST168,Jaipur,Small Business
CUST169,Trivandrum,Consumer
CUST170,Mumbai,Corporate
CUST171,Madurai,Student
CUST172,Thane,Corporate
CUST173,Patna,Small Business
CUST174,Kochi,Student
CUST175,Thane,Small Business
CUST176,Delhi,Small Business
CUST177,Thane,Small Business
CUST178,Hyderabad,Consumer
CUST179,Lucknow,Consumer
CUST180,Coimbatore,Student
CUST181,Ahmedabad,Consumer
CUST182,Lucknow,Corporate
CUST183,Jaipur,Small Business
CUST184,Mysore,Corporate
CUST185,Trivandrum,Corporate
CUST186,Bhopal,Student
CUST187,Visakhapatnam,Corporate
CUST188,Jaipur,Consumer
CUST189,Kolkata,Consumer
CUST190,Trivandrum,Corporate
CUST191,Jaipur,Consumer
CUST192,Nagpur,Student
CUST193,Visakhapatnam,Corporate
CUST194,Jaipur,Corporate
CUST195,Mysore,Student
CUST196,Gurgaon,Student
CUST197,Chennai,Consumer
CUST198,Bangalore,Student
CUST199,Mumbai,Consumer
CUST200,Madurai,Consumer
CUST201,Kanpur,Corporate
CUST202,Patna,Consumer
CUST203,Gurgaon,Consumer
CUST204,Nashik,Small Business
CUST205,Hyderabad,Consumer
CUST206,Gurgaon,Small Business
CUST207,Coimbatore,Corporate
CUST208,Chandigarh,Small Business
CUST209,Thane,Student
CUST210,Mysore,Student
CUST211,Nagpur,Consumer
CUST212,Visakhapatnam,Student
CUST213,Lucknow,Student
CUST214,Surat,Small Business
CUST215,Madurai,Small Business
CUST216,Visakhapatnam,Corporate
CUST217,Delhi,Small Business
CUST218,Mysore,Student
CUST219,Lucknow,Consumer
CUST220,Kanpur,Corporate
CUST221,Thane,Student
CUST222,Patna,Small Business
CUST223,Jaipur,Corporate
CUST224,Indore,Consumer
CUST225,Hyderabad,Corporate
CUST226,Bhopal,Corporate
CUST227,Nashik,Small Business
CUST228,Nagpur,Corporate
CUST229,Lucknow,Student
CUST230,Jaipur,Corporate
CUST231,Visakhapatnam,Corporate
CUST232,Surat,Corporate
CUST233,Vadodara,Corporate
CUST234,Gurgaon,Small Business
CUST235,Madurai,Corporate
CUST236,Indore,Consumer
CUST237,Kochi,Consumer
CUST238,Ahmedabad,Student
CUST239,Gurgaon,Student
CUST240,Lucknow,Small Business
CUST241,Pune,Consumer
CUST242,Visakhapatnam,Small Business
CUST243,Indore,Consumer
CUST244,Trivandrum,Student
CUST245,Kolkata,Student
CUST246,Delhi,Consumer
CUST247,Nagpur,Consumer
CUST248,Pune,Student
CUST249,Surat,Small Business
CUST250,Pune,Corporate
CUST251,Lucknow,Corporate
CUST252,Gurgaon,Small Business
CUST253,Lucknow,Small Business
CUST254,Surat,Small Business
CUST255,Lucknow,Student
CUST256,Hyderabad,Corporate
CUST257,Kanpur,Consumer
CUST258,Kochi,Student
CUST259,Pune,Corporate
CUST260,Thane,Corporate
CUST261,Bangalore,Small Business
CUST262,Jaipur,Consumer
CUST263,Indore,Consumer
CUST264,Rajkot,Consumer
CUST265,Gurgaon,Student
CUST266,Indore,Small Business
CUST267,Nagpur,Small Business
CUST268,Jodhpur,Corporate
CUST269,Gurgaon,Small Business
CUST270,Bhopal,Consumer
CUST271,Pune,Consumer
CUST272,Trivandrum,Small Business
CUST273,Thane,Consumer
CUST274,Bhopal,Small Business
CUST275,Lucknow,Small Business
CUST276,Trivandrum,Student
CUST277,Ahmedabad,Consumer
CUST278,Bangalore,Consumer
CUST279,Ahmedabad,Consumer
CUST280,Kolkata,Corporate
CUST281,Surat,Small Business
CUST282,Bangalore,Consumer
CUST283,Rajkot,Small Business
CUST284,Coimbatore,Student
CUST285,Thane,Corporate
CUST286,Mumbai,Student
CUST287,Kolkata,Student
CUST288,Chandigarh,Small Business
CUST289,Pune,Consumer
CUST290,Vadodara,Consumer
CUST291,Lucknow,Student
CUST292,Vadodara,Corporate
CUST293,Coimbatore,Corporate
CUST294,Kochi,Small Business
CUST295,Surat,Corporate
CUST296,Chandigarh,Small Business
CUST297,Nagpur,Student
CUST298,Vadodara,Corporate
CUST299,Chandigarh,Consumer
CUST300,Kolkata,Consumer
CUST301,Gurgaon,Small Business
CUST302,Delhi,Student
CUST303,Vadodara,Consumer
CUST304,Patna,Small Business
CUST305,Patna,Small Business
CUST306,Surat,Small Business
CUST307,Lucknow,Small Business
CUST308,Patna,Corporate
CUST309,Gurgaon,Consumer
CUST310,Mysore,Corporate
CUST311,Vadodara,Consumer
CUST312,Bhopal,Consumer
CUST313,Jaipur,Corporate
CUST314,Coimbatore,Small Business
CUST315,Lucknow,Consumer
CUST316,Chandigarh,Student
CUST317,Bangalore,Student
CUST318,Rajkot,Consumer
CUST319,Chennai,Consumer
CUST320,Vadodara,Student
CUST321,Thane,Small Business
CUST322,Chandigarh,Student
CUST323,Mysore,Small Business
CUST324,Kolkata,Student
CUST325,Mumbai,Consumer
CUST326,Rajkot,Small Business
CUST327,Nagpur,Small Business
CUST328,Noida,Consumer
CUST329,Thane,Student
CUST330,Kochi,Student
CUST331,Bangalore,Corporate
CUST332,Kochi,Consumer
CUST333,Bangalore,Student
CUST334,Chandigarh,Student
CUST335,Madurai,Student
CUST336,Chennai,Corporate
CUST337,Bhopal,Small Business
CUST338,Mumbai,Consumer
CUST339,Bangalore,Corporate
CUST340,Jodhpur,Student
CUST341,Vadodara,Small Business
CUST342,Thane,Consumer
CUST343,Nashik,Student
CUST344,Lucknow,Corporate
CUST345,Ahmedabad,Student
CUST346,Chennai,Small Business
CUST347,Jodhpur,Consumer
CUST348,Jodhpur,Corporate
CUST349,Trivandrum,Student
CUST350,Bangalore,Small Business
CUST351,Kolkata,Consumer
CUST352,Ahmedabad,Student
CUST353,Surat,Consumer
CUST354,Delhi,Student
CUST355,Rajkot,Student
CUST356,Gurgaon,Corporate
CUST357,Pune,Corporate
CUST358,Gurgaon,Corporate
CUST359,Surat,Small Business
CUST360,Nashik,Student
CUST361,Ahmedabad,Consumer
CUST362,Coimbatore,Student
CUST363,Bangalore,Student
CUST364,Mysore,Corporate
CUST365,Indore,Small Business
CUST366,Bangalore,Student
CUST367,Coimbatore,Consumer
CUST368,Nagpur,Small Business
CUST369,Kanpur,Student
CUST370,Nagpur,Corporate
CUST371,Jodhpur,Student
CUST372,Kolkata,Student
CUST373,Surat,Student
CUST374,Chennai,Corporate
CUST375,Nashik,Corporate
CUST376,Rajkot,Student
CUST377,Gurgaon,Student
CUST378,Patna,Consumer
CUST379,Nashik,Consumer
CUST380,Hyderabad,Small Business
CUST381,Trivandrum,Consumer
CUST382,Jodhpur,Small Business
CUST383,Hyderabad,Corporate
CUST384,Noida,Corporate
CUST385,Gurgaon,Small Business
CUST386,Pune,Corporate
CUST387,Mysore,Student
CUST388,Madurai,Student
CUST389,Visakhapatnam,Consumer
CUST390,Mysore,Consumer
CUST391,Rajkot,Student
CUST392,Chennai,Consumer
CUST393,Pune,Student
CUST394,Rajkot,Corporate
CUST395,Patna,Consumer
CUST396,Ahmedabad,Consumer
CUST397,Delhi,Student
CUST398,Thane,Small Business
CUST399,Mysore,Student
CUST400,Nashik,Small Business
CUST401,Indore,Corporate
CUST402,Pune,Student
CUST403,Indore,Corporate
CUST404,Bangalore,Student
CUST405,Chennai,Small Business
CUST406,Indore,Student
CUST407,Ahmedabad,Small Business
CUST408,Nashik,Student
CUST409,Kolkata,Student
CUST410,Madurai,Small Business
CUST411,Lucknow,Corporate
CUST412,Chennai,Small Business
CUST413,Mumbai,Student
CUST414,Jodhpur,Student
CUST415,Thane,Consumer
CUST416,Nagpur,Small Business
CUST417,Ahmedabad,Student
CUST418,Bhopal,Consumer
CUST419,Coimbatore,Corporate
CUST420,Hyderabad,Corporate
CUST421,Visakhapatnam,Small Business
CUST422,Chennai,Corporate
CUST423,Nashik,Student
CUST424,Surat,Small Business
CUST425,Pune,Small Business
CUST426,Kochi,Small Business
CUST427,Bangalore,Small Business
CUST428,Kochi,Consumer
CUST429,Kochi,Corporate
CUST430,Indore,Corporate
CUST431,Noida,Corporate
CUST432,Madurai,Student
CUST433,Rajkot,Student
CUST434,Trivandrum,Small Business
CUST435,Chandigarh,Student
CUST436,Kochi,Small Business
CUST437,Bhopal,Corporate
CUST438,Thane,Corporate
CUST439,Surat,Small Business
CUST440,Mysore,Small Business
CUST441,Rajkot,Student
CUST442,Jodhpur,Consumer
CUST443,Ahmedabad,Corporate
CUST444,Ahmedabad,Small Business
CUST445,Rajkot,Corporate
CUST446,Lucknow,Consumer
CUST447,Noida,Consumer
CUST448,Trivandrum,Corporate
CUST449,Ahmedabad,Student
CUST450,Mumbai,Consumer
CUST451,Ahmedabad,Small Business
CUST452,Jaipur,Small Business
CUST453,Jodhpur,Consumer
CUST454,Indore,Student
CUST455,Chandigarh,Consumer
CUST456,Kochi,Small Business
CUST457,Mumbai,Corporate
CUST458,Kolkata,Small Business
CUST459,Noida,Corporate
CUST460,Delhi,Corporate
CUST461,Pune,Corporate
CUST462,Visakhapatnam,Small Business
CUST463,Nashik,Corporate
CUST464,Thane,Corporate
CUST465,Mumbai,Consumer
CUST466,Delhi,Small Business
CUST467,Bangalore,Small Business
CUST468,Trivandrum,Small Business
CUST469,Delhi,Small Business
CUST470,Indore,Consumer
CUST471,Surat,Corporate
CUST472,Kanpur,Student
CUST473,Jaipur,Corporate
CUST474,Coimbatore,Consumer
CUST475,Gurgaon,Corporate
CUST476,Gurgaon,Corporate
CUST477,Jodhpur,Corporate
CUST478,Bhopal,Corporate
CUST479,Gurgaon,Consumer
CUST480,Vadodara,Corporate
CUST481,Ahmedabad,Small Business
CUST482,Surat,Consumer
CUST483,Ahmedabad,Corporate
CUST484,Coimbatore,Student
CUST485,Noida,Corporate
CUST486,Thane,Consumer
CUST487,Visakhapatnam,Small Business
CUST488,Patna,Corporate
CUST489,Jaipur,Student
CUST490,Mysore,Consumer
CUST491,Vadodara,Corporate
CUST492,Surat,Corporate
CUST493,Surat,Student
CUST494,Hyderabad,Consumer
CUST495,Kolkata,Corporate
CUST496,Patna,Student
CUST497,Chandigarh,Consumer
CUST498,Surat,Corporate
CUST499,Visakhapatnam,Corporate
CUST500,Surat,Small Business
CUST501,Visakhapatnam,Consumer
CUST502,Rajkot,Corporate
CUST503,Trivandrum,Small Business
CUST504,Trivandrum,Small Business
CUST505,Nagpur,Consumer
CUST506,Mumbai,Consumer
CUST507,Vadodara,Small Business
CUST508,Gurgaon,Consumer
CUST509,Kolkata,Small Business
CUST510,Coimbatore,Consumer
CUST511,Delhi,Student
CUST512,Mysore,Student
CUST513,Ahmedabad,Small Business
CUST514,Jaipur,Small Business
CUST515,Madurai,Corporate
CUST516,Bangalore,Consumer
CUST517,Hyderabad,Student
CUST518,Jodhpur,Student
CUST519,Mysore,Small Business
CUST520,Kanpur,Small Business
CUST521,Chandigarh,Consumer
CUST522,Chandigarh,Small Business
CUST523,Coimbatore,Consumer
CUST524,Mysore,Corporate
CUST525,Jaipur,Small Business
CUST526,Hyderabad,Consumer
CUST527,Madurai,Student
CUST528,Vadodara,Corporate
CUST529,Indore,Student
CUST530,Surat,Student
CUST531,Mysore,Corporate
CUST532,Lucknow,Small Business
CUST533,Pune,Corporate
CUST534,Patna,Student
CUST535,Madurai,Corporate
CUST536,Nagpur,Student
CUST537,Hyderabad,Small Business
CUST538,Bhopal,Student
CUST539,Gurgaon,Student
CUST540,Kochi,Student
CUST541,Vadodara,Corporate
CUST542,Noida,Student
CUST543,Thane,Corporate
CUST544,Indore,Small Business
CUST545,Bhopal,Consumer
CUST546,Bangalore,Corporate
CUST547,Thane,Corporate
CUST548,Jodhpur,Small Business
CUST549,Lucknow,Consumer
CUST550,Mysore,Small Business
CUST551,Chennai,Student
CUST552,Mysore,Corporate
CUST553,Nashik,Small Business
CUST554,Hyderabad,Small Business
CUST555,Patna,Student
CUST556,Kochi,Student
CUST557,Coimbatore,Corporate
CUST558,Mumbai,Small Business
CUST559,Nashik,Corporate
CUST560,Bhopal,Student
CUST561,Ahmedabad,Corporate
CUST562,Kochi,Consumer
CUST563,Bangalore,Consumer
CUST564,Nashik,Student
CUST565,Surat,Consumer
CUST566,Lucknow,Student
CUST567,Rajkot,Student
CUST568,Kanpur,Student
CUST569,Delhi,Consumer
CUST570,Mumbai,Consumer
CUST571,Bhopal,Corporate
CUST572,Kochi,Consumer
CUST573,Mysore,Small Business
CUST574,Madurai,Consumer
CUST575,Ahmedabad,Student
CUST576,Kanpur,Student
CUST577,Patna,Small Business
CUST578,Gurgaon,Student
CUST579,Thane,Consumer
CUST580,Coimbatore,Consumer
CUST581,Kochi,Consumer
CUST582,Nagpur,Corporate
CUST583,Madurai,Student
CUST584,Nagpur,Student
CUST585,Chennai,Consumer
CUST586,Kochi,Small Business
CUST587,Nagpur,Corporate
CUST588,Indore,Corporate
CUST589,Thane,Small Business
CUST590,Delhi,Corporate
CUST591,Thane,Consumer
CUST592,Nagpur,Small Business
CUST593,Surat,Student
CUST594,Chennai,Student
CUST595,Indore,Consumer
CUST596,Rajkot,Small Business
CUST597,Vadodara,Student
CUST598,Madurai,Corporate
CUST599,Lucknow,Student
CUST600,Trivandrum,Small Business
CUST601,Chandigarh,Corporate
CUST602,Jodhpur,Small Business
CUST603,Coimbatore,Student
CUST604,Noida,Corporate
CUST605,Nashik,Corporate
CUST606,Nashik,Corporate
CUST607,Visakhapatnam,Consumer
CUST608,Chandigarh,Small Business
CUST609,Coimbatore,Small Business
CUST610,Chandigarh,Consumer
CUST611,Madurai,Student
CUST612,Thane,Student
CUST613,Bhopal,Corporate
CUST614,Kochi,Corporate
CUST615,Patna,Corporate
CUST616,Bangalore,Consumer
CUST617,Hyderabad,Student
CUST618,Kolkata,Small Business
CUST619,Thane,Student
CUST620,Bhopal,Corporate
CUST621,Gurgaon,Small Business
CUST622,Kochi,Student
CUST623,Indore,Small Business
CUST624,Lucknow,Small Business
CUST625,Rajkot,Corporate
CUST626,Coimbatore,Consumer
CUST627,Patna,Student
CUST628,Surat,Student
CUST629,Nashik,Corporate
CUST630,Coimbatore,Student
CUST631,Lucknow,Small Business
CUST632,Jodhpur,Student
CUST633,Thane,Small Business
CUST634,Delhi,Consumer
CUST635,Patna,Corporate
CUST636,Hyderabad,Student
CUST637,Delhi,Small Business
CUST638,Chennai,Consumer
CUST639,Patna,Small Business
CUST640,Mumbai,Consumer
CUST641,Indore,Consumer
CUST642,Ahmedabad,Student
CUST643,Bangalore,Small Business
CUST644,Hyderabad,Student
CUST645,Nashik,Student
CUST646,Ahmedabad,Small Business
CUST647,Kanpur,Student
CUST648,Delhi,Consumer
CUST649,Bangalore,Student
CUST650,Jodhpur,Student
CUST651,Gurgaon,Small Business
CUST652,Patna,Corporate
CUST653,Indore,Corporate
CUST654,Thane,Consumer
CUST655,Kochi,Corporate
CUST656,Lucknow,Corporate
CUST657,Chennai,Consumer
CUST658,Madurai,Small Business
CUST659,Jaipur,Small Business
CUST660,Gurgaon,Student
CUST661,Jodhpur,Student
CUST662,Madurai,Small Business
CUST663,Ahmedabad,Consumer
CUST664,Bangalore,Student
CUST665,Gurgaon,Small Business
CUST666,Kolkata,Corporate
CUST667,Ahmedabad,Corporate
CUST668,Gurgaon,Corporate
CUST669,Visakhapatnam,Consumer
CUST670,Hyderabad,Consumer
CUST671,Kanpur,Corporate
CUST672,Thane,Consumer
CUST673,Indore,Small Business
CUST674,Bhopal,Student
CUST675,Mysore,Corporate
CUST676,Noida,Student
CUST677,Patna,Corporate
CUST678,Vadodara,Student
CUST679,Nashik,Corporate
CUST680,Mumbai,Small Business
CUST681,Bangalore,Consumer
CUST682,Bhopal,Consumer
CUST683,Patna,Student
CUST684,Gurgaon,Corporate
CUST685,Lucknow,Corporate
CUST686,Trivandrum,Consumer
CUST687,Noida,Consumer
CUST688,Madurai,Small Business
CUST689,Hyderabad,Small Business
CUST690,Trivandrum,Small Business
CUST691,Visakhapatnam,Corporate
CUST692,Mumbai,Student
CUST693,Pune,Consumer
CUST694,Kanpur,Consumer
CUST695,Lucknow,Corporate
CUST696,Surat,Corporate
CUST697,Rajkot,Corporate
CUST698,Kanpur,Student
CUST699,Hyderabad,Corporate
CUST700,Indore,Corporate
CUST701,Indore,Student
CUST702,Mysore,Consumer
CUST703,Jodhpur,Corporate
CUST704,Gurgaon,Small Business
CUST705,Hyderabad,Small Business
CUST706,Delhi,Corporate
CUST707,Hyderabad,Consumer
CUST708,Mysore,Small Business
CUST709,Jodhpur,Corporate
CUST710,Lucknow,Consumer
CUST711,Nagpur,Consumer
CUST712,Jaipur,Corporate
CUST713,Indore,Small Business
CUST714,Nashik,Small Business
CUST715,Trivandrum,Corporate
CUST716,Jaipur,Consumer
CUST717,Noida,Small Business
CUST718,Visakhapatnam,Student
CUST719,Kolkata,Corporate
CUST720,Bangalore,Small Business
CUST721,Visakhapatnam,Student
CUST722,Vadodara,Student
CUST723,Chennai,Small Business
CUST724,Jodhpur,Corporate
CUST725,Hyderabad,Student
CUST726,Mysore,Small Business
CUST727,Chandigarh,Consumer
CUST728,Mysore,Small Business
CUST729,Kanpur,Consumer
CUST730,Delhi,Consumer
CUST731,Lucknow,Small Business
CUST732,Hyderabad,Small Business
CUST733,Bhopal,Consumer
CUST734,Nashik,Small Business
CUST735,Nagpur,Small Business
CUST736,Jaipur,Student
CUST737,Trivandrum,Student
CUST738,Bangalore,Corporate
CUST739,Indore,Small Business
CUST740,Patna,Student
CUST741,Kochi,Consumer
CUST742,Bhopal,Student
CUST743,Rajkot,Consumer
CUST744,Nagpur,Consumer
CUST745,Jaipur,Small Business
CUST746,Jodhpur,Small Business
CUST747,Bangalore,Consumer
CUST748,Lucknow,Consumer
CUST749,Pune,Consumer
CUST750,Thane,Corporate
CUST751,Ahmedabad,Small Business
CUST752,Jodhpur,Small Business
CUST753,Visakhapatnam,Corporate
CUST754,Jodhpur,Consumer
CUST755,Jodhpur,Consumer
CUST756,Chennai,Corporate
CUST757,Trivandrum,Small Business
CUST758,Jodhpur,Corporate
CUST759,Jaipur,Corporate
CUST760,Surat,Small Business
CUST761,Patna,Small Business
CUST762,Surat,Student
CUST763,Thane,Consumer
CUST764,Visakhapatnam,Small Business
CUST765,Rajkot,Small Business
CUST766,Hyderabad,Consumer
CUST767,Kolkata,Corporate
CUST768,Rajkot,Consumer
CUST769,Jodhpur,Corporate
CUST770,Mysore,Corporate
CUST771,Patna,Student
CUST772,Kochi,Corporate
CUST773,Noida,Corporate
CUST774,Nashik,Small Business
CUST775,Mumbai,Corporate
CUST776,Lucknow,Corporate
CUST777,Lucknow,Student
CUST778,Nagpur,Student
CUST779,Kolkata,Student
CUST780,Rajkot,Corporate
CUST781,Rajkot,Small Business
CUST782,Ahmedabad,Small Business
CUST783,Ahmedabad,Corporate
CUST784,Surat,Small Business
CUST785,Hyderabad,Corporate
CUST786,Bhopal,Small Business
CUST787,Hyderabad,Corporate
CUST788,Kolkata,Corporate
CUST789,Trivandrum,Student
CUST790,Lucknow,Corporate
CUST791,Bangalore,Consumer
CUST792,Noida,Consumer
CUST793,Mumbai,Corporate
CUST794,Jodhpur,Consumer
CUST795,Mysore,Small Business
CUST796,Bhopal,Consumer
CUST797,Noida,Corporate
CUST798,Visakhapatnam,Consumer
CUST799,Lucknow,Student
CUST800,Kochi,Consumer
CUST801,Visakhapatnam,Corporate
CUST802,Surat,Consumer
CUST803,Kochi,Student
CUST804,Nagpur,Consumer
CUST805,Gurgaon,Student
CUST806,Thane,Consumer
CUST807,Coimbatore,Consumer
CUST808,Trivandrum,Student
CUST809,Mumbai,Student
CUST810,Chandigarh,Consumer
CUST811,Thane,Consumer
CUST812,Vadodara,Student
CUST813,Delhi,Student
CUST814,Jodhpur,Consumer
CUST815,Indore,Consumer
CUST816,Kanpur,Corporate
CUST817,Noida,Corporate
CUST818,Vadodara,Consumer
CUST819,Madurai,Consumer
CUST820,Kanpur,Corporate
CUST821,Mysore,Consumer
CUST822,Thane,Small Business
CUST823,Madurai,Consumer
CUST824,Visakhapatnam,Consumer
CUST825,Ahmedabad,Student
CUST826,Patna,Consumer
CUST827,Mumbai,Small Business
CUST828,Chennai,Small Business
CUST829,Kochi,Corporate
CUST830,Bangalore,Small Business
CUST831,Coimbatore,Small Business
CUST832,Surat,Student
CUST833,Pune,Student
CUST834,Indore,Consumer
CUST835,Indore,Corporate
CUST836,Vadodara,Student
CUST837,Madurai,Consumer
CUST838,Coimbatore,Consumer
CUST839,Kochi,Consumer
CUST840,Ahmedabad,Consumer
CUST841,Lucknow,Consumer
CUST842,Thane,Consumer
CUST843,Kanpur,Small Business
CUST844,Mumbai,Corporate
CUST845,Mysore,Small Business
CUST846,Mumbai,Consumer
CUST847,Indore,Corporate
CUST848,Vadodara,Small Business
CUST849,Mumbai,Corporate
CUST850,Bangalore,Corporate
CUST851,Nagpur,Student
CUST852,Nagpur,Corporate
CUST853,Jodhpur,Corporate
CUST854,Bhopal,Student
CUST855,Jodhpur,Corporate
CUST856,Kanpur,Student
CUST857,Bangalore,Small Business
CUST858,Visakhapatnam,Consumer
CUST859,Mysore,Consumer
CUST860,Visakhapatnam,Small Business
CUST861,Chandigarh,Corporate
CUST862,Kochi,Small Business
CUST863,Pune,Small Business
CUST864,Coimbatore,Corporate
CUST865,Mumbai,Consumer
CUST866,Lucknow,Corporate
CUST867,Chandigarh,Small Business
CUST868,Hyderabad,Corporate
CUST869,Hyderabad,Small Business
CUST870,Jodhpur,Corporate
CUST871,Chandigarh,Corporate
CUST872,Patna,Student
CUST873,Bhopal,Student
CUST874,Chandigarh,Student
CUST875,Indore,Consumer
CUST876,Visakhapatnam,Small Business
CUST877,Hyderabad,Consumer
CUST878,Patna,Small Business
CUST879,Trivandrum,Small Business
CUST880,Trivandrum,Student
CUST881,Kanpur,Student
CUST882,Jaipur,Student
CUST883,Thane,Student
CUST884,Hyderabad,Consumer
CUST885,Kanpur,Student
CUST886,Visakhapatnam,Corporate
CUST887,Vadodara,Consumer
CUST888,Gurgaon,Student
CUST889,Jaipur,Consumer
CUST890,Kochi,Small Business
CUST891,Vadodara,Consumer
CUST892,Coimbatore,Consumer
CUST893,Jaipur,Consumer
CUST894,Jodhpur,Corporate
CUST895,Vadodara,Small Business
CUST896,Visakhapatnam,Corporate
CUST897,Patna,Student
CUST898,Ahmedabad,Corporate
CUST899,Mysore,Student
CUST900,Nashik,Corporate
CUST901,Noida,Small Business
CUST902,Nagpur,Small Business
CUST903,Surat,Student
CUST904,Madurai,Small Business
CUST905,Hyderabad,Consumer
CUST906,Nagpur,Consumer
CUST907,Madurai,Small Business
CUST908,Vadodara,Consumer
CUST909,Chennai,Consumer
CUST910,Bangalore,Consumer
CUST911,Nashik,Student
CUST912,Mumbai,Student
CUST913,Surat,Consumer
CUST914,Thane,Corporate
CUST915,Indore,Corporate
