order_id,customer_id,product_id,quantity,price,order_date,city,segment
53,CUST15252,1063,2,7216,2025-06-19 11:34:40,Ahmedabad,Student
54,CUST13645,1073,1,1761,2025-07-12 10:25:30,Ahmedabad,Corporate
55,CUST04481,1022,1,17433,2025-12-14 10:18:29,Faridabad,Consumer
56,CUST11071,1156,1,495,2025-05-09 10:26:51,Indore,Corporate
57,CUST18017,1040,2,1927,2025-09-30 13:05:17,Lucknow,Corporate
58,CUST19924,1060,1,6459,2025-10-25 23:14:13,Nashik,Consumer
59,CUST01262,1039,1,52305,2025-09-24 10:58:23,Nashik,Student
60,CUST04988,1142,1,7004,2025-08-21 01:04:41,Kolkata,Consumer
61,CUST04949,1049,1,6179,2025-05-21 12:45:34,Bhopal,Small Business
62,CUST13842,1027,1,63769,2025-03-31 12:44:05,Mumbai,Small Business
63,CUST04368,1150,1,1457,2025-10-04 17:35:21,Visakhapatnam,Small Business
64,CUST13341,1034,1,74605,2025-12-27 10:33:30,Madurai,Corporate
65,CUST02604,1060,1,7197,2025-12-10 18:07:05,Patna,Corporate
66,CUST24122,1025,1,48283,2025-11-17 21:24:40,Varanasi,Student
67,CUST08177,1027,1,62086,2025-08-27 20:25:37,Lucknow,Student
68,CUST08865,1117,1,7711,2026-01-15 17:10:53,Madurai,Consumer
69,CUST07717,1122,1,19280,2025-03-25 01:15:06,Hyderabad,Student
70,CUST18053,1008,1,19040,2025-06-13 15:11:40,Kanpur,Student
71,CUST10327,1042,1,5461,2025-03-19 20:28:38,Mumbai,Small Business
72,CUST23731,1154,3,842,2026-03-06 21:54:41,Mumbai,Small Business
73,CUST20478,1040,1,2036,2025-05-31 20:10:40,Surat,Small Business
74,CUST20638,1016,1,41258,2025-04-08 11:40:04,Mangalore,Corporate
75,CUST23961,1034,1,66443,2026-01-25 12:52:11,Visakhapatnam,Corporate
76,CUST15895,1026,1,35525,2025-05-05 11:15:43,Chandigarh,Student
77,CUST04363,1092,1,19629,2025-12-17 11:18:53,Lucknow,Small Business
78,CUST15871,1104,1,3667,2025-04-24 10:10:59,Madurai,Small Business
79,CUST18269,1087,1,8752,2025-03-16 10:36:36,Nagpur,Student
80,CUST13337,1069,1,4046,2025-12-21 20:12:42,Lucknow,Corporate
81,CUST05233,1001,1,61663,2025-06-22 17:54:41,Bhopal,Consumer
82,CUST19030,1060,1,7158,2025-10-24 20:36:36,Mangalore,Consumer
83,CUST05971,1041,2,5876,2026-01-16 21:24:38,Bengaluru,Small Business
84,CUST12219,1050,1,5956,2025-04-16 10:46:01,Thane,Student
85,CUST00121,1108,3,2397,2025-12-04 12:38:32,Ahmedabad,Small Business
86,CUST07264,1001,1,62564,2025-06-23 10:59:33,Mangalore,Small Business
87,CUST06060,1074,2,16773,2025-11-11 19:10:47,Noida,Consumer
88,CUST18957,1024,1,65606,2025-06-19 00:19:30,Nagpur,Corporate
89,CUST03671,1146,1,400,2025-08-15 17:14:27,Mangalore,Student
90,CUST19059,1067,1,3321,2026-03-04 21:45:53,Jodhpur,Consumer
91,CUST12240,1099,1,1211,2025-03-26 16:23:46,Kolkata,Small Business
92,CUST15301,1106,1,3715,2025-08-25 17:44:59,Coimbatore,Consumer
93,CUST02732,1010,1,40536,2025-03-18 18:19:53,Nagpur,Consumer
94,CUST23772,1061,1,6068,2026-02-15 17:07:00,Ludhiana,Corporate
95,CUST03356,1152,1,1529,2025-06-25 11:57:28,Nashik,Corporate
96,CUST13013,1025,1,52913,2025-04-26 19:50:14,Bhopal,Corporate
97,CUST21745,1029,1,36757,2025-10-30 11:14:43,Pune,Student
98,CUST13289,1105,1,3703,2026-02-24 11:34:27,Bengaluru,Small Business
99,CUST13024,1030,2,36790,2025-05-03 18:14:37,Kolkata,Small Business
100,CUST05221,1020,2,43498,2026-01-10 20:46:06,Ahmedabad,Corporate
101,CUST06949,1048,1,5596,2025-03-19 17:07:58,Indore,Corporate
102,CUST16529,1159,1,4218,2025-05-01 20:50:45,Coimbatore,Student
103,CUST08606,1050,2,5782,2025-11-23 21:48:39,Surat,Student
104,CUST07501,1034,1,63750,2025-03-27 19:40:51,Nagpur,Consumer
105,CUST15545,1137,1,1866,2025-07-29 21:04:50,Raipur,Corporate
106,CUST12160,1121,2,19073,2025-11-24 19:28:14,Surat,Corporate
107,CUST08326,1073,1,1687,2025-07-23 21:53:58,Patna,Student
108,CUST11831,1010,1,44562,2026-02-04 01:41:53,Visakhapatnam,Student
109,CUST19864,1161,1,3787,2025-04-06 10:53:25,Bhopal,Small Business
110,CUST00122,1103,2,730,2025-05-21 12:19:21,Jaipur,Consumer
111,CUST09420,1020,2,38469,2025-12-26 00:40:00,Indore,Corporate
112,CUST01561,1055,2,1306,2025-10-18 19:31:08,Hyderabad,Student
113,CUST06801,1036,1,65249,2026-01-27 10:21:51,Varanasi,Student
114,CUST17210,1089,2,20811,2025-12-19 21:35:39,Indore,Small Business
115,CUST24820,1000,1,10857,2025-08-12 10:45:01,Surat,Consumer
116,CUST22950,1114,2,16175,2025-04-15 18:30:53,Faridabad,Consumer
117,CUST14173,1147,1,673,2025-03-24 11:36:52,Ahmedabad,Student
118,CUST23385,1019,1,37898,2025-08-01 18:15:41,Raipur,Small Business
119,CUST05003,1135,1,7732,2025-09-01 12:19:24,Ranchi,Consumer
120,CUST19983,1022,1,19046,2025-07-18 17:32:26,Mangalore,Consumer
121,CUST00003,1012,1,58998,2026-02-13 20:22:53,Pune,Consumer
122,CUST16387,1046,1,3703,2025-04-20 17:11:57,Lucknow,Consumer
123,CUST22453,1036,1,70536,2025-09-15 19:19:47,Pune,Student
124,CUST16568,1050,1,5991,2026-01-18 19:51:15,Ranchi,Small Business
125,CUST23281,1020,1,44313,2025-10-23 21:50:45,Raipur,Student
126,CUST13263,1031,3,21286,2025-04-01 10:57:51,Surat,Corporate
127,CUST08901,1153,2,767,2025-12-02 00:42:45,Nashik,Small Business
128,CUST10796,1041,2,6068,2025-03-18 11:55:52,Ranchi,Small Business
129,CUST21798,1100,3,3937,2025-12-20 09:58:04,Kolkata,Corporate
130,CUST17106,1003,1,37344,2026-02-21 11:52:34,Delhi,Consumer
131,CUST12177,1010,1,42336,2026-03-01 08:22:58,Ludhiana,Consumer
132,CUST06422,1059,1,5492,2025-07-17 18:03:42,Bhopal,Student
133,CUST19270,1063,2,6893,2025-11-10 10:23:06,Hyderabad,Consumer
134,CUST01278,1058,1,6054,2025-12-23 11:12:22,Lucknow,Corporate
135,CUST07350,1038,1,25303,2025-07-06 20:29:11,Delhi,Corporate
136,CUST09893,1074,1,17430,2026-01-14 17:08:47,Pune,Corporate
137,CUST13352,1126,1,6276,2025-07-03 12:07:01,Mumbai,Small Business
138,CUST13449,1163,2,2373,2025-06-10 21:12:39,Indore,Small Business
139,CUST04535,1069,2,3992,2025-12-26 23:40:45,Madurai,Student
140,CUST08995,1027,1,64112,2025-08-27 18:01:31,Bengaluru,Consumer
141,CUST21165,1083,1,20038,2025-08-01 10:50:55,Jodhpur,Student
142,CUST16450,1048,1,5205,2025-04-03 10:32:24,Vadodara,Small Business
143,CUST18957,1133,2,12447,2025-03-22 20:53:26,Nagpur,Corporate
144,CUST04739,1008,2,20577,2026-01-06 11:52:18,Patna,Student
145,CUST01588,1141,2,5704,2025-04-24 19:55:37,Nashik,Small Business
146,CUST08500,1080,2,22321,2025-08-15 02:20:13,Ahmedabad,Consumer
147,CUST07848,1028,1,44069,2025-04-29 18:59:54,Nagpur,Student
148,CUST03648,1023,2,74597,2025-03-17 13:14:46,Vadodara,Corporate
149,CUST06584,1070,1,6464,2025-08-20 20:00:31,Mangalore,Student
150,CUST10279,1059,3,5867,2025-07-16 11:58:34,Hyderabad,Corporate
151,CUST22161,1021,1,33158,2025-12-17 17:50:09,Surat,Small Business
152,CUST07134,1055,1,1242,2025-11-04 11:57:06,Pune,Corporate
153,CUST02892,1006,1,10696,2025-07-28 12:45:00,Surat,Small Business
154,CUST10848,1079,1,17458,2025-03-20 11:08:35,Ranchi,Small Business
155,CUST04947,1155,1,1140,2025-05-06 12:00:37,Ahmedabad,Student
156,CUST06141,1012,1,62093,2025-04-02 16:53:11,Mumbai,Corporate
157,CUST04530,1145,3,19570,2025-03-10 17:34:19,Mangalore,Corporate
158,CUST04102,1008,1,19523,2026-01-23 17:58:07,Surat,Consumer
159,CUST11059,1051,1,2185,2025-12-15 19:00:48,Pune,Small Business
160,CUST20742,1012,2,58763,2025-03-23 19:30:23,Jodhpur,Consumer
161,CUST23033,1059,3,5268,2026-02-11 21:37:21,Thane,Consumer
162,CUST15467,1057,1,1849,2026-02-17 10:09:19,Pune,Small Business
163,CUST09946,1094,1,22227,2026-03-02 11:32:20,Noida,Consumer
164,CUST11700,1055,1,1135,2025-09-18 12:00:10,Pune,Corporate
165,CUST05880,1059,3,5506,2025-09-03 18:22:20,Kochi,Small Business
166,CUST08686,1007,1,58215,2025-05-13 19:07:48,Chandigarh,Consumer
167,CUST15725,1130,3,17820,2025-06-27 10:59:11,Bhopal,Student
168,CUST20327,1057,1,1900,2025-09-03 10:14:12,Ahmedabad,Consumer
169,CUST02587,1023,2,76790,2025-03-25 09:47:32,Nashik,Corporate
170,CUST03427,1105,1,3370,2026-02-06 19:18:42,Visakhapatnam,Small Business
171,CUST20999,1124,1,24540,2025-04-17 12:04:12,Kanpur,Small Business
172,CUST23951,1041,1,5684,2026-02-12 05:00:21,Mumbai,Small Business
173,CUST07712,1142,1,7102,2026-01-11 12:40:12,Raipur,Consumer
174,CUST16511,1148,2,1436,2025-12-13 17:44:46,Mumbai,Corporate
175,CUST01144,1043,1,3314,2025-08-03 17:33:27,Mangalore,Consumer
176,CUST20643,1023,2,72993,2025-12-28 04:24:53,Ludhiana,Student
177,CUST22879,1049,1,6275,2026-01-25 21:08:01,Ludhiana,Consumer
178,CUST08448,1088,1,18543,2025-11-27 12:56:59,Bengaluru,Small Business
179,CUST20314,1051,2,2111,2025-06-29 06:39:52,Visakhapatnam,Consumer
180,CUST02884,1001,1,56869,2025-08-10 12:34:17,Kanpur,Consumer
181,CUST15884,1089,2,19841,2025-11-02 12:27:16,Jaipur,Consumer
182,CUST07508,1145,1,19089,2025-04-30 18:34:47,Vadodara,Small Business
183,CUST07134,1007,1,53173,2025-04-30 18:37:50,Pune,Corporate
184,CUST12330,1137,3,1904,2025-03-22 10:43:44,Varanasi,Small Business
185,CUST13749,1157,1,1021,2025-09-19 18:20:37,Madurai,Small Business
186,CUST01065,1111,1,3567,2025-08-12 11:16:17,Mumbai,Small Business
187,CUST24482,1119,1,6706,2025-12-21 18:06:23,Bhopal,Student
188,CUST07330,1102,1,3840,2025-09-09 21:11:13,Nashik,Small Business
189,CUST12921,1080,1,23540,2026-02-12 19:03:26,Madurai,Small Business
190,CUST22971,1161,1,3666,2025-10-06 18:42:34,Ludhiana,Student
191,CUST03821,1090,2,12246,2026-01-20 20:51:48,Lucknow,Small Business
192,CUST22668,1012,1,57383,2025-04-17 12:38:28,Patna,Corporate
193,CUST02081,1134,1,18639,2026-01-13 17:01:22,Vadodara,Corporate
194,CUST21398,1071,1,2106,2025-04-28 19:13:26,Ranchi,Student
195,CUST09406,1069,1,4305,2025-05-09 17:07:51,Vadodara,Corporate
196,CUST03415,1052,2,3268,2026-03-06 09:48:11,Lucknow,Consumer
197,CUST06305,1009,2,11321,2025-04-01 06:15:22,Visakhapatnam,Corporate
198,CUST17800,1048,1,5251,2025-09-15 10:07:40,Ahmedabad,Small Business
199,CUST13764,1027,1,62464,2025-05-02 17:47:14,Indore,Corporate
200,CUST02601,1059,2,5845,2025-08-20 21:36:53,Kanpur,Corporate
201,CUST02757,1024,1,64558,2025-10-18 01:43:49,Ranchi,Student
202,CUST04739,1100,1,3723,2025-05-27 11:34:07,Patna,Student
203,CUST01697,1054,1,4280,2025-07-26 11:41:37,Faridabad,Corporate
204,CUST17708,1072,2,3808,2026-01-26 18:17:00,Bhopal,Student
205,CUST16538,1039,2,49284,2025-03-27 17:22:17,Mangalore,Corporate
206,CUST18102,1124,1,24439,2025-09-16 10:31:58,Delhi,Small Business
207,CUST19567,1015,2,63598,2025-11-10 02:58:39,Ludhiana,Small Business
208,CUST01690,1082,1,5861,2025-12-23 18:33:05,Vadodara,Corporate
209,CUST11936,1088,1,18274,2025-11-12 20:08:40,Indore,Corporate
210,CUST08612,1146,1,397,2026-01-09 10:41:11,Mumbai,Corporate
211,CUST05675,1055,3,1214,2025-12-05 12:42:37,Jaipur,Small Business
212,CUST14532,1043,3,3249,2025-03-24 11:20:17,Bhopal,Consumer
213,CUST08371,1059,1,5377,2025-03-29 20:58:47,Hyderabad,Consumer
214,CUST09956,1059,2,5194,2025-05-01 21:15:04,Mysore,Corporate
215,CUST12921,1002,1,49420,2025-05-05 12:24:41,Madurai,Small Business
216,CUST23182,1036,1,67365,2025-07-12 21:04:49,Chandigarh,Consumer
217,CUST20027,1049,2,6214,2025-06-24 12:35:56,Vadodara,Student
218,CUST11873,1059,3,5207,2025-03-18 11:01:36,Raipur,Consumer
219,CUST15275,1072,1,3946,2026-02-20 20:11:44,Patna,Student
220,CUST10136,1111,1,3779,2025-05-16 10:42:23,Pune,Consumer
221,CUST17685,1092,1,20883,2026-02-05 21:41:23,Jodhpur,Small Business
222,CUST06047,1008,2,19922,2025-09-26 12:38:51,Kanpur,Consumer
223,CUST09057,1121,2,19871,2026-02-06 11:03:32,Madurai,Consumer
224,CUST11007,1164,1,2490,2026-01-10 09:18:52,Nagpur,Corporate
225,CUST02565,1087,2,8593,2025-11-16 11:30:29,Patna,Student
226,CUST21936,1066,2,6687,2025-09-28 19:59:36,Mangalore,Corporate
227,CUST07529,1064,1,3695,2025-09-15 17:27:39,Patna,Consumer
228,CUST04665,1034,1,74896,2025-09-19 19:46:48,Thane,Student
229,CUST14482,1041,2,6011,2025-12-02 12:11:19,Mysore,Consumer
230,CUST18404,1126,1,5840,2025-09-05 12:34:24,Indore,Consumer
231,CUST04006,1069,1,4026,2025-10-31 10:08:29,Hyderabad,Student
232,CUST00264,1059,1,5642,2025-05-03 19:24:01,Jodhpur,Student
233,CUST06691,1064,2,3575,2025-12-20 18:59:02,Mumbai,Consumer
234,CUST23106,1086,2,4688,2025-06-16 19:27:01,Visakhapatnam,Small Business
235,CUST16292,1045,2,7630,2025-03-27 18:19:58,Surat,Consumer
236,CUST01136,1014,1,59672,2025-12-24 17:21:16,Chandigarh,Student
237,CUST05498,1026,2,35943,2025-09-12 20:37:22,Lucknow,Corporate
238,CUST22040,1023,2,77663,2025-04-30 10:13:54,Chennai,Consumer
239,CUST18614,1038,1,26516,2025-04-04 12:06:55,Patna,Student
240,CUST05188,1059,1,5374,2026-02-15 18:56:19,Thane,Student
241,CUST10466,1030,1,36432,2025-07-07 12:00:46,Mysore,Consumer
242,CUST13700,1145,1,19555,2025-05-26 10:17:48,Ahmedabad,Consumer
243,CUST04621,1070,1,6434,2025-04-28 19:07:39,Delhi,Small Business
244,CUST08558,1044,3,1389,2026-02-16 12:14:48,Visakhapatnam,Small Business
245,CUST11877,1041,3,5508,2026-01-29 12:08:00,Mumbai,Corporate
246,CUST18002,1070,1,6130,2025-09-16 19:03:13,Faridabad,Consumer
247,CUST18475,1073,2,1858,2026-01-17 21:10:06,Kochi,Corporate
248,CUST22052,1028,1,44780,2025-06-23 21:38:57,Chennai,Student
249,CUST00962,1055,3,1153,2025-11-13 11:52:30,Kochi,Small Business
250,CUST05683,1107,1,3033,2026-03-09 11:04:57,Kolkata,Student
251,CUST18874,1154,1,865,2025-08-11 12:45:58,Ahmedabad,Small Business
252,CUST07365,1095,1,8694,2025-04-24 15:31:07,Mangalore,Small Business
253,CUST04016,1010,1,42419,2026-01-04 21:23:38,Vadodara,Corporate
254,CUST03075,1085,1,17044,2025-10-10 19:07:50,Vadodara,Corporate
255,CUST08236,1159,2,4047,2025-04-24 21:39:58,Madurai,Corporate
256,CUST08613,1119,1,6945,2025-04-24 18:54:08,Delhi,Consumer
257,CUST07584,1009,1,11369,2025-03-27 18:35:09,Lucknow,Corporate
258,CUST08516,1006,3,10947,2025-06-02 19:40:00,Ludhiana,Corporate
259,CUST13830,1027,1,58602,2025-12-19 19:26:41,Chennai,Student
260,CUST19792,1072,1,3931,2025-04-03 19:43:11,Raipur,Corporate
261,CUST09183,1069,2,3988,2026-01-31 19:13:57,Mangalore,Small Business
262,CUST00254,1095,1,8973,2025-07-12 11:42:57,Pune,Student
263,CUST05007,1034,1,71797,2025-09-28 23:49:49,Ludhiana,Small Business
264,CUST20715,1087,1,9795,2025-08-13 18:44:28,Mumbai,Student
265,CUST07852,1070,1,6072,2025-08-20 18:31:09,Kanpur,Student
266,CUST19281,1021,2,34013,2025-03-23 17:21:30,Chennai,Student
267,CUST23106,1048,1,5728,2025-07-30 19:25:10,Visakhapatnam,Small Business
268,CUST17828,1026,2,32053,2026-02-10 10:27:23,Raipur,Student
269,CUST17964,1000,1,10983,2026-02-14 07:18:27,Mysore,Student
270,CUST05496,1108,1,2690,2025-04-27 21:44:42,Raipur,Corporate
271,CUST12273,1015,1,61811,2025-05-02 12:32:32,Varanasi,Corporate
272,CUST02926,1052,2,3333,2025-06-16 19:52:52,Raipur,Corporate
273,CUST19051,1090,1,12472,2025-07-05 17:46:28,Jaipur,Student
274,CUST11853,1080,1,23205,2025-08-26 17:28:36,Vadodara,Consumer
275,CUST07876,1059,1,5405,2025-09-24 06:16:44,Varanasi,Student
276,CUST10867,1059,2,5239,2025-07-24 17:42:52,Lucknow,Corporate
277,CUST02448,1082,1,6011,2025-04-01 18:40:41,Noida,Consumer
278,CUST20483,1059,2,5145,2026-01-07 06:30:35,Nashik,Corporate
279,CUST12240,1059,2,5543,2025-06-09 18:44:08,Kolkata,Small Business
280,CUST00565,1069,1,3914,2025-09-29 11:44:23,Patna,Corporate
281,CUST22928,1023,3,75415,2025-06-18 19:06:52,Ahmedabad,Corporate
282,CUST00342,1055,2,1229,2025-09-01 10:23:44,Surat,Corporate
283,CUST11744,1002,1,50196,2025-05-29 11:47:59,Hyderabad,Consumer
284,CUST07575,1167,1,1263,2025-09-18 21:39:38,Delhi,Small Business
285,CUST20196,1108,1,2321,2026-01-10 19:12:49,Surat,Corporate
286,CUST03245,1135,1,7616,2025-08-12 12:21:56,Mumbai,Student
287,CUST07206,1011,1,81631,2025-10-20 06:34:22,Hyderabad,Student
288,CUST02974,1083,2,20361,2025-11-18 21:05:26,Faridabad,Small Business
289,CUST20126,1069,1,3861,2025-08-07 17:47:07,Noida,Student
290,CUST17699,1147,1,607,2025-12-01 18:20:27,Jodhpur,Small Business
291,CUST09772,1071,1,2177,2025-09-08 18:07:28,Chennai,Student
292,CUST22981,1059,1,5512,2025-10-01 10:18:50,Hyderabad,Small Business
293,CUST03765,1102,2,3639,2025-06-20 18:31:31,Jaipur,Student
294,CUST20160,1069,3,4079,2025-12-06 19:18:50,Noida,Small Business
295,CUST12977,1010,2,40896,2025-12-17 15:44:27,Kanpur,Student
296,CUST15093,1151,1,691,2025-10-28 22:51:22,Jodhpur,Student
297,CUST23011,1025,1,52730,2025-04-19 11:53:19,Delhi,Student
298,CUST14792,1049,1,6225,2025-11-13 18:52:00,Pune,Small Business
299,CUST07306,1027,1,67163,2026-03-07 21:31:34,Indore,Consumer
300,CUST19773,1122,2,19743,2025-12-11 23:48:29,Pune,Consumer
301,CUST09631,1044,1,1440,2025-04-03 20:27:02,Ahmedabad,Consumer
302,CUST01148,1063,1,7517,2025-05-01 17:33:58,Nashik,Consumer
303,CUST24587,1102,1,3787,2025-11-11 21:20:16,Raipur,Student
304,CUST01580,1028,1,45275,2025-07-29 12:58:26,Indore,Small Business
305,CUST06597,1069,2,4319,2026-01-09 21:33:17,Patna,Student
306,CUST14172,1066,1,7196,2026-01-30 12:10:34,Varanasi,Consumer
307,CUST01322,1040,1,1919,2026-01-26 11:17:27,Kanpur,Student
308,CUST07010,1061,1,5718,2025-07-09 12:07:32,Ranchi,Corporate
309,CUST14388,1051,1,2284,2025-06-07 19:46:16,Bengaluru,Consumer
310,CUST12065,1142,1,6882,2025-08-02 19:30:16,Hyderabad,Student
311,CUST02970,1107,1,3257,2025-09-12 04:02:45,Ranchi,Small Business
312,CUST04883,1010,1,45367,2025-12-07 12:49:29,Lucknow,Corporate
313,CUST05061,1020,1,42447,2025-03-11 10:20:11,Kochi,Student
314,CUST19259,1137,1,1869,2025-10-28 21:26:35,Ludhiana,Consumer
315,CUST11226,1138,1,8622,2025-10-11 19:37:03,Jaipur,Corporate
316,CUST10581,1090,2,12375,2025-04-19 19:17:55,Indore,Consumer
317,CUST07253,1134,1,18778,2026-01-07 07:53:46,Noida,Small Business
318,CUST22832,1123,1,16055,2025-11-13 19:25:10,Chandigarh,Student
319,CUST18424,1059,1,5480,2026-01-29 12:07:27,Kochi,Student
320,CUST06850,1067,1,3367,2025-08-03 09:02:23,Pune,Small Business
321,CUST10243,1032,1,11879,2025-10-04 11:11:06,Jaipur,Small Business
322,CUST24391,1044,1,1391,2026-02-27 17:13:58,Noida,Corporate
323,CUST02939,1090,1,13207,2025-04-11 11:46:50,Mangalore,Consumer
324,CUST07456,1064,1,3435,2025-09-09 12:20:05,Jodhpur,Student
325,CUST00981,1013,2,59924,2025-05-27 19:58:45,Kochi,Corporate
326,CUST15753,1004,1,36517,2025-09-30 12:37:07,Delhi,Consumer
327,CUST24362,1030,3,38149,2026-01-28 11:07:15,Mumbai,Corporate
328,CUST19838,1051,1,2297,2025-08-10 20:37:46,Thane,Corporate
329,CUST18788,1044,2,1224,2025-12-11 17:34:05,Ahmedabad,Small Business
330,CUST24223,1020,1,41384,2025-06-11 11:07:02,Jaipur,Consumer
331,CUST24040,1002,1,49552,2025-10-20 08:24:24,Varanasi,Small Business
332,CUST06041,1108,2,2555,2025-05-23 11:25:01,Chandigarh,Small Business
333,CUST11885,1054,1,4284,2025-10-22 20:58:10,Mumbai,Small Business
334,CUST02401,1004,1,34690,2025-12-30 10:00:20,Surat,Corporate
335,CUST23490,1132,1,3106,2026-03-01 17:03:55,Patna,Corporate
336,CUST23180,1016,1,45091,2025-07-07 06:17:24,Kolkata,Small Business
337,CUST21985,1072,2,3757,2025-04-15 19:57:45,Faridabad,Consumer
338,CUST01924,1027,1,64591,2026-02-17 21:50:55,Delhi,Corporate
339,CUST17827,1108,1,2482,2025-11-17 10:34:24,Raipur,Student
340,CUST14617,1126,1,5588,2026-02-16 17:41:07,Visakhapatnam,Student
341,CUST11807,1010,1,45755,2025-11-27 12:25:16,Mumbai,Student
342,CUST12943,1017,1,13925,2025-05-18 11:29:52,Lucknow,Student
343,CUST09422,1044,2,1370,2025-12-26 01:00:47,Noida,Corporate
344,CUST03114,1113,2,2413,2025-04-02 12:25:56,Chennai,Student
345,CUST06049,1013,1,59234,2025-09-04 18:23:09,Pune,Corporate
346,CUST05255,1139,2,10417,2025-07-30 11:38:28,Surat,Student
347,CUST09542,1050,2,5469,2025-09-11 12:00:14,Pune,Corporate
348,CUST07072,1044,1,1226,2026-02-11 21:15:49,Raipur,Small Business
349,CUST16073,1019,1,38851,2025-07-19 07:14:12,Jodhpur,Student
350,CUST07225,1075,1,12928,2025-07-21 12:16:56,Coimbatore,Student
351,CUST22406,1159,1,4318,2025-03-12 15:47:01,Ranchi,Consumer
352,CUST02105,1036,1,70818,2025-09-28 17:49:08,Jodhpur,Corporate
353,CUST16886,1034,1,67124,2025-06-26 21:51:30,Mysore,Consumer
354,CUST19315,1048,2,5592,2025-05-31 18:57:59,Thane,Small Business
355,CUST19747,1040,1,1923,2026-01-30 21:32:13,Noida,Small Business
356,CUST09501,1028,1,45029,2025-08-19 12:37:53,Surat,Corporate
