order_id,product_id,customer_id,date_id,quantity,price,revenue
224,1117,CUST22968,224,3,47455,142365
225,1073,CUST15108,225,3,19295,57885
226,1042,CUST15826,226,2,5594,11188
227,1028,CUST13324,227,1,4137,4137
228,1001,CUST16333,228,1,1190,1190
229,1042,CUST24497,229,2,5594,11188
230,1095,CUST12947,230,1,27906,27906
231,1052,CUST20350,231,3,65942,197826
232,1067,CUST3148,232,3,62561,187683
233,1024,CUST1060,233,3,45696,137088
234,1165,CUST16650,234,3,7305,21915
235,1077,CUST17257,235,1,7307,7307
236,1011,CUST23250,236,1,50514,50514
237,1154,CUST14725,237,1,49308,49308
238,1023,CUST5266,238,1,970,970
239,1045,CUST760,239,2,68706,137412
240,1106,CUST20985,240,1,62922,62922
241,1002,CUST72,241,1,6084,6084
242,1093,CUST11580,242,1,21494,21494
243,1080,CUST9774,243,2,28576,57152
244,1124,CUST11876,244,2,67206,134412
245,1121,CUST4326,245,2,52443,104886
246,1114,CUST5310,246,2,68099,136198
247,1019,CUST14688,247,3,12013,36039
248,1070,CUST17031,248,3,55906,167718
249,1128,CUST9638,249,3,39033,117099
250,1143,CUST21870,250,3,69740,209220
251,1150,CUST20114,251,2,20500,41000
252,1085,CUST20555,252,3,30817,92451
253,1015,CUST3379,253,1,74583,74583
254,1084,CUST6573,254,1,19013,19013
255,1059,CUST16197,255,1,38017,38017
256,1009,CUST21792,256,2,10688,21376
257,1008,CUST1898,257,3,76337,229011
258,1008,CUST16574,258,2,76337,152674
259,1043,CUST19161,259,3,10095,30285
260,1006,CUST1825,260,1,4077,4077
261,1077,CUST10658,261,2,7307,14614
262,1081,CUST1812,262,2,51517,103034
263,1047,CUST4558,263,1,65784,65784
264,1096,CUST873,264,1,12788,12788
265,1137,CUST10079,265,2,2684,5368
266,1054,CUST24300,266,1,72728,72728
267,1110,CUST2052,267,1,59782,59782
268,1067,CUST12410,268,2,62561,125122
269,1109,CUST12509,269,2,17445,34890
270,1057,CUST19,270,3,6840,20520
271,1162,CUST8048,271,1,13830,13830
272,1077,CUST10533,272,1,7307,7307
273,1055,CUST17085,273,3,75513,226539
274,1138,CUST1835,274,2,29097,58194
275,1010,CUST6847,275,3,19587,58761
276,1094,CUST14271,276,1,55302,55302
277,1073,CUST4921,277,2,19295,38590
278,1149,CUST17885,278,3,8164,24492
279,1098,CUST22657,279,2,38752,77504
280,1017,CUST9545,280,1,19605,19605
281,1065,CUST2226,281,2,73644,147288
282,1054,CUST15610,282,3,72728,218184
283,1113,CUST22084,283,3,36507,109521
284,1109,CUST17748,284,1,17445,17445
285,1043,CUST13533,285,1,10095,10095
286,1013,CUST13538,286,3,7768,23304
287,1125,CUST24239,287,1,54660,54660
288,1039,CUST9198,288,1,32418,32418
289,1031,CUST18988,289,2,1168,2336
290,1053,CUST131,290,1,14991,14991
291,1140,CUST6344,291,2,4245,8490
292,1033,CUST6605,292,2,6491,12982
293,1003,CUST7512,293,2,29987,59974
294,1077,CUST1018,294,3,7307,21921
295,1140,CUST11184,295,1,4245,4245
296,1103,CUST10689,296,2,4767,9534
297,1134,CUST1093,297,3,45496,136488
298,1150,CUST23900,298,3,20500,61500
299,1139,CUST12518,299,2,63288,126576
300,1114,CUST16096,300,1,68099,68099
301,1149,CUST19402,301,2,8164,16328
302,1026,CUST4146,302,2,76399,152798
303,1161,CUST5361,303,2,6598,13196
304,1131,CUST17389,304,2,13983,27966
305,1086,CUST8843,305,1,24412,24412
306,1085,CUST11146,306,1,30817,30817
307,1129,CUST10147,307,2,74527,149054
308,1015,CUST14678,308,3,74583,223749
309,1049,CUST14885,309,2,4635,9270
310,1130,CUST18502,310,3,41319,123957
311,1079,CUST12213,311,3,51769,155307
312,1098,CUST9547,312,2,38752,77504
313,1162,CUST11662,313,1,13830,13830
314,1066,CUST11346,314,2,42592,85184
315,1057,CUST23894,315,3,6840,20520
316,1000,CUST3721,316,1,950,950
317,1047,CUST2436,317,3,65784,197352
318,1045,CUST8162,318,3,68706,206118
319,1121,CUST2380,319,1,52443,52443
320,1054,CUST6955,320,2,72728,145456
321,1162,CUST5927,321,1,13830,13830
322,1154,CUST5042,322,1,49308,49308
323,1115,CUST18242,323,2,52236,104472
324,1021,CUST24426,324,3,68275,204825
325,1097,CUST7912,325,1,43388,43388
326,1138,CUST1133,326,1,29097,29097
327,1036,CUST14578,327,1,47133,47133
328,1137,CUST3445,328,2,2684,5368
329,1047,CUST22670,329,3,65784,197352
330,1082,CUST138,330,1,65781,65781
331,1115,CUST17514,331,1,52236,52236
332,1118,CUST22270,332,2,6614,13228
333,1062,CUST9550,333,3,5323,15969
334,1049,CUST23347,334,3,4635,13905
335,1009,CUST2970,335,3,10688,32064
336,1043,CUST14050,336,1,10095,10095
337,1086,CUST8089,337,2,24412,48824
338,1014,CUST17517,338,2,1424,2848
339,1164,CUST8988,339,1,44817,44817
340,1133,CUST16215,340,3,47319,141957
341,1096,CUST18431,341,1,12788,12788
342,1016,CUST10454,342,3,63639,190917
343,1132,CUST16128,343,2,70510,141020
344,1089,CUST3951,344,2,27654,55308
345,1163,CUST6176,345,2,44337,88674
346,1085,CUST15802,346,1,30817,30817
347,1105,CUST5517,347,2,10198,20396
348,1149,CUST19481,348,3,8164,24492
349,1041,CUST3605,349,1,47282,47282
350,1124,CUST22811,350,3,67206,201618
351,1083,CUST24700,351,3,62000,186000
352,1047,CUST24989,352,3,65784,197352
353,1151,CUST21191,353,1,6787,6787
354,1040,CUST1954,354,3,43394,130182
355,1067,CUST5244,355,1,62561,62561
356,1151,CUST1044,356,2,6787,13574
357,1092,CUST5879,357,3,64881,194643
358,1165,CUST23691,358,3,7305,21915
359,1146,CUST4500,359,1,48270,48270
360,1076,CUST22368,360,2,2136,4272
361,1003,CUST23320,361,3,29987,89961
362,1004,CUST12398,362,3,20660,61980
363,1157,CUST21490,363,2,24640,49280
364,1082,CUST4830,364,3,65781,197343
365,1080,CUST14585,365,2,28576,57152
366,1057,CUST24869,366,2,6840,13680
367,1031,CUST13694,367,1,1168,1168
368,1094,CUST19408,368,1,55302,55302
369,1152,CUST23838,369,3,5227,15681
370,1005,CUST3507,370,1,18817,18817
371,1158,CUST15389,371,3,76724,230172
372,1112,CUST4383,372,2,56209,112418
373,1069,CUST12147,373,1,2928,2928
374,1125,CUST2159,374,2,54660,109320
375,1029,CUST19186,375,1,36732,36732
376,1024,CUST14335,376,3,45696,137088
377,1010,CUST8618,377,3,19587,58761
378,1021,CUST16340,378,1,68275,68275
379,1124,CUST221,379,3,67206,201618
380,1028,CUST13053,380,3,4137,12411
381,1065,CUST24201,381,1,73644,73644
382,1156,CUST15743,382,1,65785,65785
383,1019,CUST18668,383,3,12013,36039
384,1131,CUST23445,384,3,13983,41949
385,1001,CUST12219,385,2,1190,2380
386,1031,CUST17606,386,1,1168,1168
387,1086,CUST17914,387,2,24412,48824
388,1125,CUST5955,388,1,54660,54660
389,1164,CUST15143,389,3,44817,134451
390,1028,CUST21570,390,3,4137,12411
391,1062,CUST18343,391,1,5323,5323
392,1075,CUST23934,392,2,38531,77062
393,1030,CUST3232,393,3,32695,98085
394,1017,CUST1121,394,1,19605,19605
395,1157,CUST5091,395,1,24640,24640
396,1048,CUST22155,396,2,61891,123782
397,1110,CUST2146,397,3,59782,179346
398,1060,CUST11067,398,2,1047,2094
399,1115,CUST1773,399,1,52236,52236
400,1067,CUST24856,400,2,62561,125122
401,1131,CUST11824,401,3,13983,41949
402,1161,CUST17081,402,3,6598,19794
403,1036,CUST4249,403,2,47133,94266
404,1129,CUST8186,404,2,74527,149054
405,1105,CUST19329,405,1,10198,10198
406,1050,CUST8838,406,1,61575,61575
407,1061,CUST20738,407,3,62516,187548
408,1085,CUST18174,408,1,30817,30817
409,1065,CUST21236,409,2,73644,147288
410,1132,CUST1327,410,3,70510,211530
411,1098,CUST4433,411,3,38752,116256
412,1069,CUST4546,412,1,2928,2928
413,1136,CUST18889,413,3,11850,35550
414,1050,CUST3741,414,1,61575,61575
415,1025,CUST23081,415,3,47000,141000
416,1068,CUST22307,416,1,9146,9146
417,1150,CUST8847,417,2,20500,41000
418,1063,CUST17372,418,3,36729,110187
419,1163,CUST16993,419,3,44337,133011
420,1117,CUST75,420,1,47455,47455
421,1002,CUST9899,421,3,6084,18252
422,1139,CUST3473,422,3,63288,189864
423,1075,CUST17568,423,1,38531,38531
424,1052,CUST2255,424,1,65942,65942
425,1028,CUST10353,425,2,4137,8274
426,1005,CUST6263,426,3,18817,56451
427,1012,CUST21640,427,1,38524,38524
428,1022,CUST8862,428,2,29936,59872
429,1148,CUST1051,429,3,71763,215289
430,1100,CUST14628,430,1,57669,57669
431,1152,CUST4612,431,2,5227,10454
432,1131,CUST3020,432,3,13983,41949
433,1039,CUST6067,433,2,32418,64836
434,1011,CUST7600,434,1,50514,50514
435,1135,CUST1015,435,1,66048,66048
436,1066,CUST12986,436,3,42592,127776
437,1143,CUST10943,437,1,69740,69740
438,1094,CUST9308,438,2,55302,110604
439,1120,CUST12337,439,2,13411,26822
440,1161,CUST14327,440,2,6598,13196
441,1081,CUST15025,441,3,51517,154551
442,1148,CUST13755,442,2,71763,143526
443,1096,CUST3024,443,3,12788,38364
444,1044,CUST21437,444,2,11765,23530
445,1096,CUST9864,445,2,12788,25576
446,1132,CUST13834,446,3,70510,211530
447,1058,CUST12016,447,2,30584,61168
448,1134,CUST2111,448,3,45496,136488
449,1011,CUST2142,449,2,50514,101028
450,1118,CUST3578,450,1,6614,6614
451,1076,CUST20738,451,1,2136,2136
452,1125,CUST365,452,2,54660,109320
453,1070,CUST8636,453,1,55906,55906
454,1116,CUST9480,454,3,63391,190173
455,1142,CUST24151,455,2,34964,69928
456,1114,CUST21232,456,3,68099,204297
457,1046,CUST23697,457,1,60610,60610
458,1072,CUST7131,458,2,78762,157524
459,1002,CUST13527,459,1,6084,6084
460,1154,CUST16711,460,2,49308,98616
461,1150,CUST17797,461,1,20500,20500
462,1116,CUST16107,462,3,63391,190173
463,1043,CUST4574,463,1,10095,10095
464,1128,CUST20053,464,3,39033,117099
465,1164,CUST21374,465,1,44817,44817
466,1132,CUST18504,466,1,70510,70510
467,1138,CUST21954,467,3,29097,87291
468,1021,CUST18829,468,3,68275,204825
469,1012,CUST23627,469,2,38524,77048
470,1125,CUST24288,470,2,54660,109320
471,1142,CUST423,471,2,34964,69928
472,1080,CUST9248,472,1,28576,28576
473,1004,CUST4366,473,3,20660,61980
474,1012,CUST24658,474,1,38524,38524
475,1152,CUST14486,475,3,5227,15681
476,1155,CUST11674,476,1,48052,48052
477,1013,CUST6040,477,3,7768,23304
478,1086,CUST4718,478,2,24412,48824
479,1162,CUST12158,479,1,13830,13830
480,1022,CUST20035,480,3,29936,89808
481,1011,CUST12233,481,3,50514,151542
482,1035,CUST22003,482,1,69013,69013
483,1112,CUST15776,483,2,56209,112418
484,1003,CUST18361,484,3,29987,89961
485,1163,CUST10747,485,2,44337,88674
486,1041,CUST23178,486,1,47282,47282
487,1100,CUST19148,487,3,57669,173007
488,1102,CUST16996,488,1,51807,51807
489,1162,CUST6976,489,2,13830,27660
490,1136,CUST9247,490,3,11850,35550
491,1004,CUST20092,491,1,20660,20660
492,1000,CUST16894,492,1,950,950
493,1103,CUST20872,493,1,4767,4767
494,1111,CUST16003,494,3,33285,99855
495,1133,CUST4500,495,3,47319,141957
496,1106,CUST19110,496,2,62922,125844
497,1125,CUST7723,497,3,54660,163980
498,1026,CUST10026,498,3,76399,229197
499,1045,CUST1028,499,3,68706,206118
500,1163,CUST19416,500,1,44337,44337
501,1102,CUST23957,501,3,51807,155421
502,1068,CUST2602,502,3,9146,27438
503,1046,CUST18089,503,2,60610,121220
504,1148,CUST10502,504,3,71763,215289
505,1046,CUST164,505,3,60610,181830
506,1121,CUST20524,506,2,52443,104886
507,1069,CUST19317,507,3,2928,8784
508,1079,CUST20160,508,3,51769,155307
509,1092,CUST17366,509,3,64881,194643
510,1090,CUST15006,510,1,52206,52206
511,1155,CUST23678,511,1,48052,48052
512,1036,CUST3673,512,2,47133,94266
513,1020,CUST2654,513,3,67975,203925
514,1152,CUST11301,514,3,5227,15681
515,1068,CUST22872,515,2,9146,18292
516,1138,CUST22610,516,2,29097,58194
517,1140,CUST16790,517,1,4245,4245
518,1080,CUST16050,518,1,28576,28576
519,1107,CUST15544,519,1,46956,46956
520,1107,CUST2841,520,3,46956,140868
521,1020,CUST3522,521,1,67975,67975
522,1018,CUST14886,522,3,38129,114387
523,1069,CUST11968,523,2,2928,5856
524,1001,CUST16040,524,2,1190,2380
525,1099,CUST22228,525,2,35564,71128
526,1100,CUST6028,526,1,57669,57669
527,1012,CUST20561,527,2,38524,77048
528,1028,CUST11776,528,3,4137,12411
529,1120,CUST6994,529,1,13411,13411
530,1039,CUST12400,530,2,32418,64836
531,1104,CUST7832,531,3,42819,128457
532,1113,CUST8344,532,3,36507,109521
533,1053,CUST12925,533,3,14991,44973
534,1039,CUST10309,534,1,32418,32418
535,1035,CUST8752,535,3,69013,207039
536,1007,CUST8350,536,3,8690,26070
537,1137,CUST24006,537,3,2684,8052
538,1140,CUST14116,538,2,4245,8490
539,1051,CUST17086,539,3,76635,229905
540,1080,CUST4985,540,3,28576,85728
541,1057,CUST8056,541,3,6840,20520
542,1027,CUST5431,542,1,76321,76321
543,1145,CUST19136,543,3,44025,132075
544,1127,CUST15914,544,2,48957,97914
545,1009,CUST9626,545,3,10688,32064
546,1116,CUST1851,546,1,63391,63391
547,1166,CUST23383,547,2,16411,32822
548,1100,CUST5832,548,3,57669,173007
549,1137,CUST17555,549,2,2684,5368
550,1034,CUST11032,550,3,45074,135222
551,1075,CUST14627,551,3,38531,115593
552,1044,CUST7659,552,2,11765,23530
553,1031,CUST15768,553,1,1168,1168
554,1044,CUST14991,554,2,11765,23530
555,1062,CUST18433,555,2,5323,10646
556,1063,CUST1168,556,3,36729,110187
557,1084,CUST21552,557,3,19013,57039
558,1065,CUST18410,558,2,73644,147288
559,1012,CUST24666,559,2,38524,77048
560,1138,CUST23266,560,3,29097,87291
561,1080,CUST3159,561,3,28576,85728
562,1134,CUST12089,562,3,45496,136488
563,1055,CUST3755,563,3,75513,226539
564,1074,CUST11515,564,2,23519,47038
565,1012,CUST18443,565,3,38524,115572
566,1149,CUST17814,566,3,8164,24492
567,1062,CUST3026,567,2,5323,10646
568,1048,CUST12100,568,1,61891,61891
569,1158,CUST6784,569,3,76724,230172
570,1116,CUST14555,570,1,63391,63391
571,1005,CUST955,571,1,18817,18817
572,1044,CUST13972,572,3,11765,35295
573,1090,CUST1991,573,1,52206,52206
574,1092,CUST12827,574,2,64881,129762
575,1073,CUST20295,575,3,19295,57885
576,1001,CUST14184,576,3,1190,3570
577,1070,CUST11028,577,3,55906,167718
578,1063,CUST8511,578,2,36729,73458
579,1009,CUST7918,579,2,10688,21376
580,1118,CUST19592,580,2,6614,13228
581,1137,CUST5392,581,1,2684,2684
582,1033,CUST18681,582,1,6491,6491
583,1052,CUST18337,583,3,65942,197826
584,1074,CUST18069,584,2,23519,47038
585,1002,CUST10077,585,2,6084,12168
586,1124,CUST7395,586,2,67206,134412
587,1063,CUST22538,587,1,36729,36729
588,1088,CUST4599,588,3,11521,34563
589,1050,CUST10732,589,1,61575,61575
590,1063,CUST15547,590,3,36729,110187
591,1150,CUST20122,591,3,20500,61500
592,1045,CUST23356,592,1,68706,68706
593,1049,CUST2056,593,1,4635,4635
594,1033,CUST9007,594,1,6491,6491
595,1121,CUST18637,595,1,52443,52443
596,1143,CUST8277,596,1,69740,69740
597,1103,CUST20649,597,1,4767,4767
598,1007,CUST1810,598,2,8690,17380
599,1024,CUST4774,599,2,45696,91392
600,1087,CUST21315,600,1,45040,45040
601,1066,CUST6816,601,3,42592,127776
602,1118,CUST8910,602,3,6614,19842
603,1105,CUST6304,603,3,10198,30594
604,1107,CUST7786,604,2,46956,93912
605,1118,CUST4002,605,1,6614,6614
606,1153,CUST18170,606,3,35567,106701
607,1163,CUST19386,607,2,44337,88674
608,1011,CUST22436,608,2,50514,101028
609,1135,CUST5642,609,1,66048,66048
610,1117,CUST8570,610,1,47455,47455
611,1164,CUST21067,611,2,44817,89634
612,1031,CUST18970,612,1,1168,1168
613,1022,CUST16606,613,2,29936,59872
614,1112,CUST16123,614,3,56209,168627
615,1116,CUST5938,615,1,63391,63391
616,1044,CUST17230,616,2,11765,23530
617,1044,CUST386,617,3,11765,35295
618,1144,CUST5142,618,3,6893,20679
619,1117,CUST10667,619,1,47455,47455
620,1084,CUST882,620,1,19013,19013
621,1112,CUST17171,621,3,56209,168627
622,1158,CUST10701,622,1,76724,76724
623,1167,CUST23368,623,2,65000,130000
624,1027,CUST4029,624,1,76321,76321
625,1002,CUST321,625,1,6084,6084
626,1029,CUST1574,626,2,36732,73464
627,1073,CUST14612,627,3,19295,57885
628,1164,CUST17445,628,2,44817,89634
629,1057,CUST18075,629,2,6840,13680
630,1020,CUST15825,630,1,67975,67975
631,1041,CUST2029,631,2,47282,94564
632,1111,CUST12202,632,2,33285,66570
633,1022,CUST5418,633,2,29936,59872
634,1158,CUST4294,634,2,76724,153448
635,1033,CUST17037,635,3,6491,19473
636,1091,CUST1390,636,1,47226,47226
637,1020,CUST18179,637,3,67975,203925
638,1151,CUST1778,638,2,6787,13574
639,1143,CUST7682,639,1,69740,69740
640,1015,CUST4628,640,2,74583,149166
641,1141,CUST11274,641,1,66502,66502
642,1013,CUST23446,642,1,7768,7768
643,1138,CUST388,643,1,29097,29097
644,1038,CUST10473,644,2,30260,60520
645,1133,CUST17162,645,1,47319,47319
646,1147,CUST22118,646,3,1078,3234
647,1120,CUST337,647,1,13411,13411
648,1078,CUST16628,648,3,68521,205563
649,1101,CUST15235,649,2,24786,49572
650,1115,CUST13437,650,2,52236,104472
651,1132,CUST3354,651,2,70510,141020
652,1140,CUST12170,652,3,4245,12735
653,1011,CUST12426,653,2,50514,101028
654,1119,CUST9261,654,2,35479,70958
655,1140,CUST4904,655,1,4245,4245
656,1025,CUST9758,656,3,47000,141000
657,1001,CUST5275,657,2,1190,2380
658,1148,CUST2321,658,2,71763,143526
659,1005,CUST4782,659,3,18817,56451
660,1027,CUST9886,660,2,76321,152642
661,1149,CUST8654,661,2,8164,16328
662,1075,CUST1390,662,1,38531,38531
663,1052,CUST24494,663,2,65942,131884
664,1038,CUST9223,664,2,30260,60520
665,1009,CUST479,665,1,10688,10688
